a,b,g_x,c,g_y,d,e,f,g,h,I,j
-0.1010393,0.07684904,0.9919099,536.9366,-0.01915636,0.996677,-0.07916973,4.119557,-0.994698,-0.02700063,-0.09923137,133.6863
-0.1040957,0.07614744,0.9916479,538.2185,-0.0203785,0.9966921,-0.07867398,4.003077,-0.9943585,-0.02839792,-0.1021996,133.5721
-0.1075958,0.07533443,0.9913364,539.5087,-0.01955447,0.9967717,-0.07786987,3.885044,-0.9940024,-0.02776353,-0.1057753,133.4504
-0.1112585,0.07458574,0.9909886,540.806,-0.02169425,0.9967597,-0.07745573,3.768101,-0.9935547,-0.03011636,-0.1092799,133.326
-0.1147311,0.07265769,0.9907359,542.1306,-0.0215934,0.9969036,-0.07561063,3.670993,-0.9931619,-0.03006825,-0.112807,133.1855
-0.1178711,0.07232361,0.9903917,543.4628,-0.02291402,0.9968806,-0.07552458,3.573109,-0.9927645,-0.03159601,-0.1158461,133.0424
-0.1207133,0.07328996,0.9899782,544.802,-0.02316212,0.9967914,-0.07661865,3.476816,-0.9924172,-0.03217888,-0.1186284,132.8923
-0.123397,0.07369294,0.9896174,546.1426,-0.0228339,0.996764,-0.07707233,3.37072,-0.9920947,-0.03210732,-0.121315,132.7403
-0.1258123,0.07325253,0.9893459,547.4929,-0.02211192,0.9968153,-0.0766175,3.267103,-0.9918076,-0.03151575,-0.1237919,132.5792
-0.1282686,0.07474406,0.9889188,548.8484,-0.02143574,0.996714,-0.07811359,3.156546,-0.9915078,-0.03121772,-0.1262449,132.4159
-0.1309596,0.07522254,0.9885298,550.2099,-0.0210684,0.9966809,-0.07863394,3.041963,-0.9911639,-0.0311246,-0.1289401,132.2485
-0.1340795,0.07504056,0.9881253,551.5752,-0.02148835,0.9966742,-0.07860557,2.91327,-0.9907376,-0.03177257,-0.1320211,132.0777
-0.1376866,0.07457743,0.9876642,552.948,-0.02225858,0.9966765,-0.07836095,2.783757,-0.9902257,-0.03277325,-0.135569,131.9008
-0.1416777,0.07411901,0.9871341,554.3261,-0.02144556,0.9967291,-0.07791743,2.656796,-0.9896805,-0.03220881,-0.1396248,131.7159
-0.1455157,0.07409029,0.9865778,555.7118,-0.02152568,0.9967188,-0.07802682,2.528567,-0.9891218,-0.03259087,-0.1434434,131.5261
-0.1491694,0.07447722,0.9860028,557.1041,-0.02049759,0.9967122,-0.07838719,2.399866,-0.9885992,-0.03190365,-0.1471524,131.3279
-0.1517677,0.07544703,0.9855325,558.4998,-0.01999672,0.996644,-0.0793771,2.269903,-0.9882139,-0.03175429,-0.1497497,131.1262
-0.1539634,0.07603548,0.9851466,559.9076,-0.01901021,0.9966222,-0.07989221,2.13877,-0.9878937,-0.03102831,-0.1519979,130.9168
-0.1559006,0.07605786,0.9848402,561.3175,-0.01878093,0.9966226,-0.07994085,2.008314,-0.9875942,-0.03095903,-0.1539456,130.7066
-0.157376,0.07619843,0.9845946,562.7394,-0.01829898,0.9966225,-0.08005418,1.87561,-0.9873692,-0.03061568,-0.1554501,130.4905
-0.1585686,0.07614049,0.9844077,564.1657,-0.01767351,0.9966435,-0.07993375,1.74231,-0.9871898,-0.03007292,-0.1566907,130.2739
-0.1598198,0.07681821,0.9841527,565.5998,-0.01649526,0.9966205,-0.08047012,1.607277,-0.9870084,-0.02909457,-0.1580125,130.0512
-0.1608934,0.07744758,0.9839284,567.0384,-0.01514662,0.9966053,-0.08092223,1.473204,-0.9868556,-0.02792304,-0.1591741,129.8258
-0.1618757,0.07555617,0.9839144,568.4892,-0.01405334,0.9967869,-0.07885677,1.338244,-0.9867111,-0.02659227,-0.1602937,129.5962
-0.1629016,0.07649828,0.9836722,569.9415,-0.01447468,0.9966971,-0.0799083,1.204765,-0.9865362,-0.02725553,-0.1612563,129.3673
-0.1640658,0.07591233,0.9835241,571.4033,-0.01487541,0.9967308,-0.07941312,1.07045,-0.9863373,-0.02765929,-0.1624002,129.1365
-0.1652607,0.07441181,0.9834387,572.8707,-0.01609656,0.9968133,-0.07812874,0.9347147,-0.9861186,-0.02874159,-0.1635363,128.9047
-0.1664451,0.07183422,0.9834306,574.3517,-0.01579909,0.9970205,-0.07550089,0.7948708,-0.9859242,-0.02810406,-0.1648143,128.6665
-0.1671965,0.07202273,0.9832894,575.8281,-0.01440338,0.9970433,-0.07547931,0.6596113,-0.9858184,-0.02678257,-0.1656648,128.4282
-0.1673512,0.0746151,0.9830697,577.3012,-0.0136416,0.9968612,-0.07798415,0.5265952,-0.985803,-0.02646138,-0.1658081,128.1909
-0.1673285,0.0744115,0.983089,578.7797,-0.01321339,0.9968888,-0.07770506,0.3911611,-0.9858127,-0.02599221,-0.1658247,127.9538
-0.1676981,0.07488783,0.9829899,580.2597,-0.01415233,0.9968249,-0.07835624,0.252798,-0.9857369,-0.02705178,-0.1661058,127.7179
-0.1675394,0.0743487,0.9830579,581.7458,-0.01355623,0.9968842,-0.07770475,0.1016155,-0.9857722,-0.02634517,-0.1660095,127.4871
-0.1672214,0.07535076,0.9830357,583.2371,-0.01423537,0.9967867,-0.07882635,-0.05588021,-0.9858166,-0.02717532,-0.1656114,127.2589
-0.1665788,0.07699662,0.9830173,584.7273,-0.01386405,0.996665,-0.08041498,-0.2157308,-0.9859307,-0.02702402,-0.1649558,127.031
-0.165581,0.0787795,0.9830446,586.2192,-0.01115435,0.9965909,-0.0817439,-0.3728685,-0.9861331,-0.02450046,-0.1641378,126.7986
-0.1638536,0.07829936,0.9833724,587.713,-0.009504147,0.9966735,-0.08094208,-0.5291253,-0.9864389,-0.02260876,-0.1625644,126.5673
-0.161458,0.07636019,0.9839209,589.2056,-0.006783378,0.9968926,-0.07848004,-0.6839355,-0.9868563,-0.01934554,-0.1604383,126.3366
-0.1594896,0.07554394,0.9843049,590.7063,-0.006515652,0.9969655,-0.07757139,-0.8349537,-0.9871781,-0.01878522,-0.1585134,126.1075
-0.1582649,0.07622288,0.9844502,592.202,-0.007131814,0.9969017,-0.07833352,-0.9855955,-0.987371,-0.01941836,-0.1572309,125.8847
-0.1575652,0.07504898,0.9846526,593.6965,-0.00574937,0.9970213,-0.07691174,-1.133189,-0.9874919,-0.01777975,-0.1566644,125.6604
-0.1566245,0.0754241,0.984774,595.1894,-0.006373586,0.9969818,-0.07737281,-1.279919,-0.9876377,-0.01839502,-0.1556711,125.4396
-0.1557004,0.07626897,0.9848555,596.6838,-0.005210902,0.9969375,-0.07802846,-1.425223,-0.9877906,-0.01728104,-0.1548261,125.2152
-0.1548985,0.07562389,0.9850317,598.1765,-0.005920319,0.9969769,-0.07747196,-1.569485,-0.9879127,-0.01783199,-0.1539826,124.9935
-0.1542199,0.07608886,0.9851024,599.6656,-0.007430799,0.9969128,-0.07816442,-1.713634,-0.9880086,-0.01937461,-0.1531784,124.7758
-0.1537938,0.07461386,0.9852818,601.1497,-0.01007351,0.9969746,-0.07707174,-1.855775,-0.9880516,-0.02177841,-0.1525769,124.5584
-0.1534651,0.0735538,0.9854127,602.6348,-0.008082658,0.997099,-0.07568488,-1.996259,-0.988121,-0.01957974,-0.1524254,124.3339
-0.1525501,0.07305531,0.9855919,604.1193,-0.006256903,0.9971727,-0.07488218,-2.134326,-0.988276,-0.01759003,-0.1516617,124.1054
-0.1513552,0.07261015,0.985809,605.6015,0.001241605,0.9973116,-0.07326677,-2.266799,-0.9884787,-0.009865324,-0.1510385,123.8702
-0.1503483,0.07491239,0.9857908,607.0799,0.003427176,0.9971585,-0.07525358,-2.402032,-0.9886272,-0.007935769,-0.1501778,123.6385
-0.1496771,0.07861561,0.9856045,608.555,0.003847843,0.9968727,-0.07893008,-2.53986,-0.9887275,-0.008021577,-0.1495116,123.4126
-0.1495769,0.07831022,0.9856441,610.0387,0.0008364754,0.9968683,-0.07907508,-2.682651,-0.9887498,-0.01100334,-0.149174,123.1942
-0.148825,0.07578455,0.9859553,611.521,-0.002081215,0.9970327,-0.07695018,-2.824801,-0.9888614,-0.0135041,-0.1482257,122.977
-0.147721,0.0750353,0.9861786,613.0022,-0.003800152,0.9970674,-0.07643305,-2.963844,-0.9890218,-0.01503839,-0.1470026,122.7629
-0.1468298,0.07526683,0.986294,614.4836,-0.005300252,0.9970266,-0.07687494,-3.099679,-0.9891476,-0.01651514,-0.1459943,122.5471
-0.1459918,0.07566124,0.9863882,615.9658,-0.007682821,0.9969543,-0.07760884,-3.235243,-0.989256,-0.01890849,-0.1449658,122.3354
-0.1453343,0.07492462,0.9865415,617.4445,-0.008493707,0.9969972,-0.07696998,-3.370905,-0.9893462,-0.01956577,-0.1442615,122.1166
-0.1452871,0.07387913,0.9866273,618.9264,-0.01026597,0.9970419,-0.07617073,-3.50959,-0.9893363,-0.02119531,-0.1440989,121.9034
-0.1455795,0.07477061,0.9865171,620.4019,-0.007950932,0.9970194,-0.07673994,-3.644953,-0.9893146,-0.01901549,-0.1445511,121.686
-0.1453987,0.07549331,0.9864887,621.8775,-0.006998586,0.9969811,-0.07732781,-3.782481,-0.9893484,-0.01814739,-0.1444314,121.471
-0.1449889,0.07513923,0.986576,623.3503,-0.003976254,0.9970599,-0.07652208,-3.919619,-0.9894253,-0.01501773,-0.1442639,121.2544
-0.1438153,0.07347773,0.9868729,624.8239,-0.002560349,0.9972087,-0.07462042,-4.058322,-0.9896013,-0.01325829,-0.1432257,121.0352
-0.1420977,0.07491911,0.9870133,626.2881,-0.002089217,0.9971067,-0.07598604,-4.19743,-0.9898505,-0.01285953,-0.1415301,120.8229
-0.1406262,0.0786378,0.9869348,627.7419,-0.003931929,0.9967884,-0.0799832,-4.339425,-0.990055,-0.01512829,-0.1398653,120.6154
-0.1399748,0.07764545,0.987106,629.195,-0.006824645,0.9968212,-0.07937742,-4.485251,-0.9901316,-0.01784748,-0.1389999,120.4151
-0.1388576,0.07504668,0.9874647,630.6377,-0.01140527,0.9969372,-0.07737041,-4.631806,-0.9902467,-0.02200578,-0.1375764,120.216
-0.1378093,0.07310941,0.9877568,632.0716,-0.01114035,0.9970945,-0.07535484,-4.772113,-0.9903962,-0.02138855,-0.1365944,120.0166
-0.1375322,0.07023104,0.9880043,633.4936,-0.01021221,0.9973295,-0.07231549,-4.906253,-0.9904447,-0.02003542,-0.1364478,119.8122
-0.137178,0.07009597,0.9880631,634.9104,-0.007618388,0.9973888,-0.07181528,-5.039168,-0.9905172,-0.01737892,-0.1362858,119.6107
-0.1370424,0.06998474,0.9880898,636.3188,-0.007772762,0.9973944,-0.07172182,-5.173869,-0.9905347,-0.01750912,-0.1361414,119.4126
-0.137703,0.07087567,0.9879345,637.7168,-0.007383334,0.9973353,-0.07257924,-5.306799,-0.9904461,-0.01728863,-0.1368128,119.2158
-0.1386907,0.07019029,0.9878452,639.1077,-0.00800411,0.9973731,-0.07199106,-5.440214,-0.9903034,-0.01789131,-0.1377645,119.0205
-0.1395658,0.06952549,0.987769,640.484,-0.009094947,0.9973999,-0.07148846,-5.573172,-0.9901711,-0.01896105,-0.1385706,118.8251
-0.1401837,0.06907541,0.9877131,641.8446,-0.01037412,0.9974063,-0.0712257,-5.704481,-0.9900712,-0.02023134,-0.1391035,118.6326
-0.1408634,0.06815384,0.9876804,643.1805,-0.01031856,0.9974724,-0.07030119,-5.829779,-0.9899753,-0.0200943,-0.1398041,118.4422
-0.1418027,0.06480142,0.9877716,644.4976,-0.01120124,0.997686,-0.0670599,-5.952741,-0.9898316,-0.02057354,-0.1407488,118.2561
-0.1427304,0.06176904,0.9878323,645.7878,-0.0118829,0.9978718,-0.06411377,-6.069315,-0.9896903,-0.02088929,-0.1416927,118.0703
-0.143174,0.06260695,0.9877153,647.0504,-0.01174755,0.9978193,-0.06495027,-6.180966,-0.9896278,-0.02090243,-0.1421263,117.8844
-0.1435374,0.06787195,0.9873147,648.2784,-0.009742383,0.9975002,-0.06998852,-6.293647,-0.989597,-0.01966477,-0.1425174,117.6984
-0.1437283,0.06948604,0.9871747,649.4851,-0.009238831,0.9973942,-0.07155053,-6.410502,-0.9895741,-0.01940418,-0.1427118,117.5205
-0.1432439,0.06594051,0.9874882,650.6695,-0.00848154,0.9976595,-0.06785004,-6.526455,-0.9896511,-0.01809453,-0.1423494,117.3448
-0.141859,0.06419165,0.9878033,651.8174,-0.008083942,0.9977868,-0.06600137,-6.633894,-0.9898539,-0.01734823,-0.1410261,117.176
-0.1402468,0.06351985,0.9880769,652.9332,-0.008712592,0.9978222,-0.06538301,-6.736937,-0.9900783,-0.01777846,-0.1393879,117.0159
-0.1383788,0.06209912,0.9884306,654.0157,-0.01012956,0.9978913,-0.06411164,-6.83414,-0.9903276,-0.01888405,-0.1374579,116.863
-0.1359375,0.05964993,0.98892,655.0645,-0.009222854,0.9980663,-0.06146942,-6.92894,-0.9906745,-0.01747666,-0.1351245,116.7124
-0.1337453,0.05607048,0.9894283,656.0738,-0.00863411,0.9982943,-0.05774004,-7.019342,-0.9909782,-0.01626529,-0.133033,116.5666
-0.1328421,0.05407817,0.9896608,657.0509,-0.01180477,0.9983532,-0.05613772,-7.109623,-0.9910669,-0.01914017,-0.131985,116.4399
-0.1323162,0.05483033,0.9896899,657.9807,-0.01053115,0.9983347,-0.05671724,-7.194317,-0.9911516,-0.01792719,-0.1315185,116.3142
-0.1315064,0.05743928,0.9896498,658.8703,-0.009438351,0.9982021,-0.05918985,-7.275101,-0.9912704,-0.0171245,-0.1307278,116.1936
-0.1313824,0.05751257,0.989662,659.7211,-0.01026214,0.9981833,-0.05937013,-7.356354,-0.9912787,-0.01795624,-0.1305535,116.0767
-0.1313258,0.05761171,0.9896638,660.5264,-0.01199953,0.9981444,-0.05969771,-7.432865,-0.9912667,-0.01971535,-0.1303908,115.9646
-0.1340778,0.05693583,0.9893338,661.2929,-0.01574419,0.9980997,-0.05957403,-7.506423,-0.9908458,-0.02356381,-0.1329266,115.8579
-0.1430611,0.05704748,0.9880684,662.0203,-0.01915244,0.9979909,-0.06039344,-7.573766,-0.9895286,-0.02756387,-0.141681,115.7505
-0.1590296,0.05674842,0.9856415,662.7011,-0.02280356,0.9978692,-0.06113171,-7.64033,-0.9870105,-0.03219788,-0.1573967,115.6308
-0.1822605,0.05612534,0.9816471,663.355,-0.02692243,0.9977103,-0.0620424,-7.700834,-0.9828817,-0.0377362,-0.1803322,115.5058
-0.2104577,0.05779421,0.9758931,663.9799,-0.02712415,0.9975214,-0.06492459,-7.758066,-0.9772266,-0.04013414,-0.2083684,115.3586
-0.2425576,0.06022132,0.9682661,664.544,-0.02541234,0.9973346,-0.06839523,-7.812578,-0.9698042,-0.04119568,-0.2403807,115.1851
-0.2797884,0.06314853,0.9579826,665.1394,-0.01977097,0.9972438,-0.07151089,-7.870549,-0.9598581,-0.03894816,-0.2777688,114.9993
-0.3226473,0.06275468,0.9444366,665.6528,-0.01798533,0.9972131,-0.07240584,-7.927666,-0.9463484,-0.04034755,-0.3206195,114.787
-0.3695533,0.0609536,0.9272082,666.2207,-0.01622366,0.9972708,-0.07202566,-7.985695,-0.9290679,-0.04166003,-0.3675559,114.5578
-0.4181999,0.05909287,0.9064308,666.7809,-0.01416937,0.9973359,-0.07155658,-8.042231,-0.9082445,-0.04276851,-0.4162485,114.3064
-0.4682378,0.05616713,0.8818155,667.2164,-0.01227118,0.997468,-0.07004953,-8.095726,-0.8835173,-0.04362075,-0.466363,114.0165
-0.5202411,0.05608996,0.8521755,667.7314,-0.009263195,0.9974116,-0.07130443,-8.15508,-0.8539692,-0.04498936,-0.518375,113.7224
-0.5728201,0.05788257,0.8176348,668.0814,-0.005453275,0.9972124,-0.07441583,-8.21182,-0.819663,-0.04708567,-0.5709077,113.3811
-0.6251709,0.05817084,0.7783171,668.5395,-0.004015138,0.9969657,-0.07773759,-8.2656,-0.7804776,-0.05172432,-0.6230404,113.0421
-0.6753574,0.06032681,0.7350191,668.8155,-0.0004353316,0.9966159,-0.08219743,-8.309868,-0.7374905,-0.05583261,-0.6730457,112.6521
-0.7216442,0.06612135,0.6890992,669.1895,0.008960554,0.9962368,-0.08620851,-8.364714,-0.6922062,-0.05603715,-0.719521,112.2683
-0.7642421,0.07180641,0.6409196,669.5344,0.02063087,0.9959957,-0.08698739,-8.419548,-0.6445994,-0.05325669,-0.7626633,111.859
-0.8046787,0.07140012,0.5894016,669.7217,0.02489268,0.9959267,-0.08666197,-8.469077,-0.5931885,-0.05506325,-0.8031784,111.4206
-0.8413933,0.06847417,0.5360678,670.0173,0.02668669,0.9959947,-0.08533609,-8.521558,-0.5397641,-0.05749533,-0.8398506,110.986
-0.8746252,0.06711189,0.4801321,670.1506,0.03072727,0.9960546,-0.08325269,-8.567497,-0.4838251,-0.05806174,-0.8732366,110.5132
-0.9035755,0.07088889,0.4225234,670.375,0.03980745,0.9958413,-0.08194829,-8.624582,-0.4265755,-0.05722688,-0.9026397,110.04
-0.9287189,0.0754517,0.3630265,670.5715,0.04827711,0.9953487,-0.08336832,-8.670623,-0.3676282,-0.05989986,-0.9280418,109.5531
-0.9504422,0.07772534,0.301029,670.6002,0.05307034,0.9945949,-0.08924376,-8.721843,-0.3063384,-0.06884531,-0.9494299,109.0393
-0.9685394,0.07699005,0.2366515,670.7435,0.05581335,0.9939184,-0.09492619,-8.762155,-0.2425206,-0.07873144,-0.9669463,108.5321
-0.9821453,0.07677478,0.1717447,670.7193,0.06059497,0.9933841,-0.09755068,-8.8097,-0.1780979,-0.08540207,-0.9802998,107.9914
-0.9915391,0.07296518,0.1073603,670.7989,0.06303171,0.9936523,-0.09317813,-8.866096,-0.1134776,-0.08562264,-0.9898442,107.4536
-0.9966656,0.07032458,0.04137727,670.8537,0.06645163,0.9938558,-0.08851382,-8.926874,-0.04734774,-0.08546908,-0.9952152,106.9058
-0.9973297,0.06828218,-0.02590486,670.7208,0.07032035,0.9936114,-0.08826934,-8.988273,0.01971214,-0.08985525,-0.9957598,106.3349
-0.99337,0.06659319,-0.09370898,670.6915,0.07514041,0.9930258,-0.09084999,-9.044011,0.08700544,-0.09728897,-0.9914459,105.7796
-0.9849364,0.06258508,-0.1611939,670.4796,0.07829631,0.9925798,-0.09303189,-9.110009,0.1541754,-0.1042514,-0.9825282,105.2037
-0.9718299,0.05879813,-0.2282313,670.3759,0.0823735,0.9920462,-0.09517777,-9.163384,0.2208197,-0.1112968,-0.9689436,104.646
-0.9549874,0.05538843,-0.2914295,670.2121,0.0865217,0.9917061,-0.0950421,-9.217767,0.2837482,-0.115979,-0.9518592,104.0834
-0.9347091,0.05492258,-0.3511444,669.8862,0.09285538,0.9914104,-0.09210437,-9.275436,0.3430696,-0.1186964,-0.9317802,103.505
-0.9122257,0.05220539,-0.4063482,669.6374,0.09691369,0.9911951,-0.09022165,-9.333919,0.3980603,-0.1216832,-0.9092531,102.9431
-0.8887327,0.05002448,-0.4556881,669.3414,0.1006381,0.9910699,-0.08747773,-9.389779,0.4472428,-0.1236039,-0.8858307,102.3805
-0.864865,0.04773039,-0.4997302,668.934,0.1049277,0.9906694,-0.08697333,-9.442521,0.4909162,-0.1276557,-0.8618035,101.8117
-0.8418699,0.04598955,-0.5377175,668.5705,0.1102645,0.9900022,-0.08796178,-9.490074,0.5282962,-0.1333435,-0.8385241,101.2535
-0.8212144,0.04357571,-0.5689535,668.1707,0.1130985,0.9897286,-0.08744113,-9.542441,0.5592993,-0.1361557,-0.8177077,100.6959
-0.8027332,0.0440468,-0.5947095,667.7134,0.1159311,0.9897685,-0.0831761,-9.59801,0.5849611,-0.1357135,-0.7996264,100.1285
-0.7867294,0.04463348,-0.6156823,667.257,0.1161018,0.9902817,-0.07656708,-9.654688,0.6062815,-0.1317194,-0.7842658,99.56918
-0.7726241,0.0419624,-0.6334754,666.784,0.1117527,0.9912221,-0.07064007,-9.711829,0.6249507,-0.1253708,-0.7705316,98.99997
-0.7594761,0.0386551,-0.6493858,666.2846,0.1073194,0.9920005,-0.06646373,-9.763801,0.6416219,-0.1201693,-0.7575491,98.43179
-0.746432,0.03717298,-0.6644226,665.7788,0.1054821,0.992425,-0.06297765,-9.817338,0.6570485,-0.1170932,-0.7446989,97.87203
-0.7330503,0.03533989,-0.6792557,665.2332,0.102026,0.9930637,-0.05843959,-9.854248,0.672479,-0.1121409,-0.7315712,97.30181
-0.7186117,0.02976077,-0.6947745,664.6919,0.09310857,0.9942059,-0.05371608,-9.902523,0.6891503,-0.1032904,-0.7172189,96.73017
-0.7037171,0.02544713,-0.7100245,664.1406,0.08394656,0.9953361,-0.04752818,-9.951545,0.7055036,-0.09305049,-0.7025712,96.16703
-0.6874673,0.02498717,-0.7257853,663.548,0.0805741,0.9958619,-0.04203485,-9.983917,0.7217316,-0.08737706,-0.6866358,95.61348
-0.6700028,0.02370287,-0.7419801,662.9511,0.07251518,0.9967999,-0.03363749,-10.01919,0.7388084,-0.07634201,-0.6695776,95.06952
-0.6510249,0.02137559,-0.7587553,662.3373,0.06312538,0.9976654,-0.02605649,-10.05144,0.756427,-0.06486013,-0.6508544,94.53464
-0.631092,0.01821553,-0.7754941,661.6931,0.05470138,0.9982805,-0.02106707,-10.07472,0.7737769,-0.05571584,-0.6310032,94.00972
-0.609987,0.01839494,-0.7921979,661.0454,0.05376118,0.9983877,-0.01821304,-10.09293,0.7905856,-0.0536992,-0.6099925,93.51509
-0.5880642,0.01941866,-0.8085811,660.3612,0.05354566,0.9984532,-0.01496405,-10.10891,0.8070399,-0.05209582,-0.5881944,93.03188
-0.5656126,0.02295489,-0.8243516,659.6812,0.05370299,0.998516,-0.009042563,-10.12551,0.8229207,-0.04938471,-0.5660059,92.56889
-0.544334,0.02835202,-0.8383893,658.9781,0.05494544,0.9984875,-0.001907851,-10.13214,0.8370672,-0.04710416,-0.5450685,92.10808
-0.5254016,0.03320865,-0.850206,658.2498,0.05849411,0.9982837,0.002844918,-10.14038,0.8488413,-0.04823731,-0.5264424,91.66145
-0.5102269,0.03774679,-0.8592111,657.5207,0.0608438,0.9981174,0.007718237,-10.14228,0.8578849,-0.0483396,-0.5115631,91.23078
-0.4998635,0.03964569,-0.8651963,656.784,0.05975191,0.9981502,0.0112166,-10.14771,0.8640407,-0.04609035,-0.5013078,90.79684
-0.4932803,0.04362236,-0.868776,656.0269,0.0584476,0.9981468,0.01693243,-10.14631,0.8679047,-0.04242542,-0.4949158,90.35545
-0.4905895,0.04655407,-0.8701463,655.2651,0.05513483,0.9982294,0.02232163,-10.145,0.8696448,-0.0370246,-0.4922876,89.90592
-0.4899546,0.04569446,-0.8705496,654.5015,0.04675005,0.9985655,0.02610251,-10.14401,0.8704936,-0.02790918,-0.4913879,89.4451
-0.4909372,0.04180163,-0.8701915,653.7332,0.04011262,0.9988734,0.02535278,-10.14159,0.870271,-0.02245902,-0.492061,88.98224
-0.4933263,0.03463569,-0.8691545,652.9631,0.0357748,0.9991694,0.01951124,-10.13661,0.8691084,-0.02146841,-0.4941556,88.5237
-0.4969439,0.02710487,-0.8673592,652.1783,0.03580712,0.9993013,0.01071275,-10.13302,0.8670436,-0.02573399,-0.4975673,88.06058
-0.5021236,0.02064788,-0.8645493,651.3922,0.03428307,0.9994043,0.003957258,-10.13577,0.8641161,-0.02765237,-0.5025324,87.59251
-0.5069264,0.02052318,-0.8617449,650.592,0.03645393,0.9993325,0.002355718,-10.14452,0.8612182,-0.03021981,-0.5073363,87.11193
-0.5122853,0.02164531,-0.8585425,649.7873,0.03446435,0.9993952,0.004631853,-10.16222,0.8581236,-0.02721628,-0.5127214,86.62273
-0.5156733,0.01878346,-0.8565793,648.9838,0.03129604,0.9995054,0.003076939,-10.18136,0.8562135,-0.02522084,-0.5160061,86.11908
-0.5174773,0.01172028,-0.8556166,648.1788,0.02677316,0.9996384,-0.002499321,-10.2066,0.855278,-0.0242009,-0.517604,85.6103
-0.5171674,0.007343275,-0.8558527,647.3616,0.02656698,0.999619,-0.007476862,-10.23491,0.8554718,-0.0266042,-0.5171655,85.10861
-0.5176611,0.005185426,-0.85557,646.5313,0.02403844,0.999675,-0.00848559,-10.26526,0.855248,-0.02495922,-0.5176175,84.59392
-0.5181485,0.00429508,-0.8552799,645.6934,0.02188611,0.9997265,-0.00823864,-10.29976,0.8550106,-0.02298758,-0.5181008,84.07343
-0.5194761,0.008132054,-0.8544463,644.8424,0.02426058,0.9996919,-0.005235243,-10.32492,0.8541406,-0.02344894,-0.5195133,83.54987
-0.5206476,0.01230231,-0.853683,643.9805,0.02830113,0.9995953,-0.002855368,-10.35283,0.8533025,-0.02564683,-0.5207851,83.0219
-0.5230508,0.01529571,-0.8521642,643.1181,0.02715558,0.9996304,0.001274772,-10.37586,0.8518688,-0.02247423,-0.5232728,82.48284
-0.525631,0.01695477,-0.8505437,642.252,0.02899085,0.9995776,0.002009446,-10.39451,0.8502186,-0.02360175,-0.5259006,81.94828
-0.5287789,0.01822432,-0.8485639,641.3927,0.03059137,0.9995291,0.002403678,-10.41407,0.8482082,-0.02468771,-0.5290874,81.41052
-0.5321793,0.01939733,-0.8464094,640.535,0.03270456,0.9994623,0.002341922,-10.4327,0.8459998,-0.02643512,-0.5325275,80.86911
-0.5357203,0.02273988,-0.8440892,639.6813,0.03559328,0.9993569,0.004332745,-10.45077,0.843645,-0.02772276,-0.5361852,80.32439
-0.5399153,0.02339591,-0.8413941,638.8312,0.03723367,0.999299,0.003894121,-10.46791,0.8408955,-0.02922568,-0.5404079,79.76797
-0.5435564,0.0205371,-0.8391214,637.9859,0.03626349,0.9993418,0.0009680864,-10.48472,0.838589,-0.02990325,-0.5439434,79.2121
-0.5462563,0.0202326,-0.8373737,637.1493,0.03734254,0.9993025,-0.0002150747,-10.50813,0.8367853,-0.03138713,-0.5466309,78.65837
-0.5481044,0.02221977,-0.8361147,636.315,0.03658003,0.9993274,0.002577593,-10.53704,0.8356096,-0.0291723,-0.5485486,78.09906
-0.5494082,0.02404203,-0.8352081,635.4874,0.037338,0.9992938,0.004204055,-10.56509,0.8347194,-0.02887525,-0.5499179,77.54032
-0.5509805,0.02226317,-0.8342211,634.6665,0.03631386,0.9993368,0.002685356,-10.58281,0.8337277,-0.0288142,-0.5514236,76.99384
-0.5518853,0.02000535,-0.83368,633.8524,0.03689377,0.9993191,-0.0004430953,-10.60249,0.8331035,-0.03100213,-0.5522476,76.44864
-0.5524491,0.02063119,-0.8332913,633.0517,0.03582686,0.9993575,0.0009905732,-10.63017,0.8327764,-0.02930696,-0.5528333,75.90526
-0.5519303,0.02488978,-0.8335187,632.2519,0.03561458,0.999346,0.0062587,-10.64811,0.8331294,-0.02623104,-0.5524558,75.35515
-0.5523929,0.02398724,-0.8332387,631.4568,0.03402112,0.9994018,0.006216564,-10.65785,0.8328894,-0.02491372,-0.5528785,74.80841
-0.5529905,0.02204978,-0.8328957,630.6658,0.03467605,0.9993927,0.003434852,-10.66245,0.8324657,-0.02698209,-0.5534193,74.27009
-0.5535982,0.02224282,-0.8324868,629.8795,0.03695414,0.9993147,0.002125975,-10.67161,0.8319636,-0.02958689,-0.5540408,73.73857
-0.5549657,0.02265438,-0.8315647,629.1065,0.03696632,0.9993132,0.00255397,-10.68866,0.8310515,-0.02932251,-0.555422,73.211
-0.5571149,0.02285053,-0.830121,628.3434,0.03772738,0.9992857,0.002187308,-10.70814,0.829578,-0.0300997,-0.557579,72.68462
-0.5595744,0.02152435,-0.8285006,627.5905,0.03831602,0.9992656,8.194623E-05,-10.7213,0.827894,-0.03169898,-0.5599882,72.16355
-0.5616613,0.02225835,-0.8270678,626.8447,0.03673508,0.9993231,0.001947388,-10.73087,0.8265513,-0.02928862,-0.5620988,71.63711
-0.5638191,0.02593636,-0.825491,626.1107,0.03834622,0.9992509,0.005204922,-10.7391,0.8250077,-0.02871981,-0.5643913,71.12089
-0.5665703,0.02704491,-0.8235694,625.3872,0.03736404,0.9992764,0.007110497,-10.74782,0.8231659,-0.02674328,-0.5671709,70.61005
